pool,map_filename,canonical_map_sha256,episode_seed,opening_outcome,flags,owned_units,capital_occupied,reset_exception
train,map_004432.csv,0a1bbf89669b740ccfeac6f9a4262478ca84a185b237d5328f2900ab41ce09dc,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000295.csv,0a26715235555cb54a93686ef990e2edbe4e8b365be4297602deb12b4bd142fa,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_004371.csv,0a2c8c38ecbb8c08c68a774bd372c42bfe47c9e524bee53a6ca573d26f496ac4,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_004604.csv,0a5a9e58fa2d4b19edc014aa9015775ab00238c3a1fa843c1954da3dda090646,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_001962.csv,0a5f567b7db3f618051f69dc80b866bcca3e1035f89aebd5661e54020f906a2b,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_001113.csv,0a6881d505edccd3e16bc6118466f22896e96f225523f79802500aef3d3f4fdb,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000351.csv,0a95b85d597afba17dc7858fbf7f204dd57899448059d849c33a3940233deac9,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_005437.csv,0aa47882c597a0aa2d2e37b523e22f90a881b55f26167f5027532460501d5163,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_001746.csv,0ac202ce560da2105d5a03cb1f2b6fd93da34f3111f0d0c5a96b12c070d6404c,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000184.csv,0ad04c846169c3e5f246c32972e59fc9dc5f87f9cb8293147357699fe799a0b4,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002802.csv,0afec6a225be4f738e303eec073a5d693e0460925c088629d6cca70fbe1e9130,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002132.csv,0b48ccb313bf0c8b9acf26b7098cfa42e10830f81fdc1e77c04e6fb1cad60935,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000490.csv,0b515047a4821a3947e5383314bacb9b6c1e74ecf0e86aa1862e698c3a53a2ed,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002600.csv,0b6183384a44e75baf315fdd593b4084b9a5cc51a320e9217f48cfecce35a87e,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_005497.csv,0bbf081d1c6eb63ee61889cc641a99a7b1cbf7e20062cecd753f4c4b8f919137,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_005340.csv,0bcb021170dd61945a1bd4b5ebbc4153bcffbc367c82d0e17de809b9a70633a1,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000161.csv,0bcfbacbea351c7a988d8d519097b45c01a9f8fa635f2ba3a22ccae490b0dfb9,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_005277.csv,0bd02798c4d1f64a26f5da44665e690a4993b55b8807d22e046f7589f8864f7d,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002436.csv,0be6ba4d41a9f877b9bfdff2b0a42b0dbbb40d748b4825c9b5b30f743f257d7f,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_003671.csv,0c1b9b8b4c1b7308698764b1a8bee46ce4c21e1551ad245d52a478e3f44b28a7,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_003584.csv,0c2bf14e7e2b8aaf24fe9a3f643f96800214ea29d1fa3466a78e8874ff96983a,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_000826.csv,0c4d6dd5ab8f5a660fc6c8652c7ea3d09ac1c4f3cae91a2286058473d8e230e3,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_005052.csv,0c5237f79e44f748e3e32ac54f48151dca8f8c4b81c4c78d65ce6303908c2c96,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002181.csv,0c53f7fcc7a5864073428b5fb34f34890a6f54555625deba8da845747c4042c7,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_003582.csv,0c5e5640b59e31f9d5e23498dc2b372702eb4f785e76c472bc8f5f31a81d9ab0,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_002931.csv,0c726af534bc3884699913aa2cf091b455e41ea82b8893b777abf684d81ff1f4,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
train,map_004857.csv,0c7861d002bb69db9538b2b0ae3720c858f91717606cd8e28b180884a016f212,42,ONE_UNIT_SPAWN_UNAVAILABLE,ONE_UNIT_SPAWN_UNAVAILABLE,1,True,
